"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20200501","공항철도 1호선","마곡나루(서울식물원)","1999","2012","20200504",""
"20200501","공항철도 1호선","디지털미디어시티","4170","3894","20200504",""
"20200501","공항철도 1호선","홍대입구","7870","7992","20200504",""
"20200501","공항철도 1호선","공덕","1128","1455","20200504",""
"20200501","공항철도 1호선","서울역","5359","5615","20200504",""
"20200501","경춘선","춘천","2203","1864","20200504",""
"20200501","경춘선","남춘천","2440","2576","20200504",""
"20200501","경춘선","김유정","587","635","20200504",""
"20200501","경춘선","강촌","776","754","20200504",""
"20200501","경춘선","백양리","193","179","20200504",""
"20200501","경춘선","굴봉산","372","361","20200504",""
"20200501","경춘선","가평","2366","2265","20200504",""
"20200501","경춘선","상천","536","448","20200504",""
"20200501","경춘선","청평","1938","1898","20200504",""
"20200501","경춘선","대성리","716","683","20200504",""
"20200501","경춘선","마석","3137","2994","20200504",""
"20200501","경춘선","천마산","1239","1165","20200504",""
"20200501","경춘선","평내호평","3993","4007","20200504",""
"20200501","경춘선","금곡","1073","1040","20200504",""
"20200501","경춘선","사릉","2350","2221","20200504",""
"20200501","경춘선","퇴계원","2461","2223","20200504",""
"20200501","경춘선","별내","1726","1749","20200504",""
"20200501","경춘선","갈매","1782","1584","20200504",""
"20200501","경춘선","신내","918","880","20200504",""
"20200501","경인선","도화","2515","2216","20200504",""
"20200501","경인선","중동","5848","5529","20200504",""
"20200501","경인선","온수(성공회대입구)","4146","3862","20200504",""
"20200501","경인선","도원","2168","2117","20200504",""
"20200501","경인선","간석","3856","3595","20200504",""
"20200501","경인선","부개","5470","5069","20200504",""
"20200501","경인선","소사","6696","6150","20200504",""
"20200501","경인선","구일","3700","3627","20200504",""
"20200501","경인선","인천","4132","3682","20200504",""
"20200501","경인선","동인천","11167","10758","20200504",""
"20200501","경인선","제물포","6475","6031","20200504",""
"20200501","경인선","주안","13961","12453","20200504",""
"20200501","경인선","동암","11286","11387","20200504",""
"20200501","경인선","백운","4864","4691","20200504",""
"20200501","경인선","부평","25210","27934","20200504",""
"20200501","경인선","송내","16973","16571","20200504",""
"20200501","경인선","부천","25582","26242","20200504",""
"20200501","경인선","역곡","18024","17440","20200504",""
"20200501","경인선","오류동","7706","7088","20200504",""
"20200501","경인선","개봉","14110","13768","20200504",""
"20200501","경의선","검암","1","0","20200504",""
"20200501","경의선","임진강","30","26","20200504",""
"20200501","경의선","문산","4155","4113","20200504",""
"20200501","경의선","파주","767","604","20200504",""
"20200501","경의선","월롱","1044","1006","20200504",""
"20200501","경의선","금촌","5185","5179","20200504",""
"20200501","경의선","금릉","3044","2877","20200504",""
"20200501","경의선","운정","3622","3472","20200504",""
"20200501","경의선","야당","3808","3651","20200504",""
"20200501","경의선","탄현","4635","4223","20200504",""
"20200501","경의선","일산","5244","5116","20200504",""
"20200501","경의선","풍산","3356","3193","20200504",""
"20200501","경의선","백마","3711","3499","20200504",""
"20200501","경의선","곡산","354","340","20200504",""
"20200501","경의선","능곡","2437","2375","20200504",""
"20200501","경의선","행신","4363","4482","20200504",""
"20200501","경의선","강매","1609","1388","20200504",""
"20200501","경의선","화전","1049","969","20200504",""
"20200501","경의선","수색","1002","973","20200504",""
"20200501","경의선","디지털미디어시티","1433","1333","20200504",""
"20200501","경의선","가좌","3370","3113","20200504",""
"20200501","경의선","홍대입구","1584","1759","20200504",""
"20200501","경의선","서강대","1409","1267","20200504",""
"20200501","경의선","공덕","1763","1506","20200504",""
"20200501","경의선","효창공원앞","1562","1745","20200504",""
"20200501","경의선","신촌","453","582","20200504",""
"20200501","경의선","서울역","1677","2500","20200504",""
"20200501","경원선","소요산","3777","3194","20200504",""
"20200501","경원선","동두천","1487","1936","20200504",""
"20200501","경원선","보산","1177","1078","20200504",""
"20200501","경원선","동두천중앙","2364","2261","20200504",""
"20200501","경원선","지행","4687","4666","20200504",""
"20200501","경원선","덕정","4090","3841","20200504",""
"20200501","경원선","덕계","1685","1560","20200504",""
"20200501","경원선","양주","5907","5501","20200504",""
"20200501","경원선","녹양","3231","3090","20200504",""
"20200501","경원선","가능","4846","4460","20200504",""
"20200501","경원선","의정부","14517","15358","20200504",""
"20200501","경원선","회룡","8366","8243","20200504",""
"20200501","경원선","망월사","5039","4904","20200504",""
"20200501","경원선","도봉산","7940","5480","20200504",""
"20200501","경원선","도봉","4343","4058","20200504",""
"20200501","경원선","방학","6901","6612","20200504",""
"20200501","경원선","녹천","3040","2462","20200504",""
"20200501","경원선","월계","4086","3644","20200504",""
"20200501","경원선","광운대","5635","5301","20200504",""
"20200501","경원선","석계","6367","6860","20200504",""
"20200501","경원선","신이문","5961","5317","20200504",""
"20200501","경원선","외대앞","5507","5005","20200504",""
"20200501","경원선","청량리(서울시립대입구)","13192","14388","20200504",""
"20200501","경원선","왕십리(성동구청)","9818","10898","20200504",""
"20200501","경원선","응봉","1278","1100","20200504",""
"20200501","경원선","옥수","39","22","20200504",""
"20200501","경원선","한남","2553","2504","20200504",""
"20200501","경원선","서빙고","1056","930","20200504",""
"20200501","경원선","이촌(국립중앙박물관)","2693","1908","20200504",""
"20200501","경부선","광명","1768","1629","20200504",""
"20200501","경부선","서동탄","902","907","20200504",""
"20200501","경부선","당정","3615","3424","20200504",""
"20200501","경부선","천안","5034","5221","20200504",""
"20200501","경부선","두정","3548","3535","20200504",""
"20200501","경부선","직산","609","572","20200504",""
"20200501","경부선","성환","2545","2402","20200504",""
"20200501","경부선","평택","10059","9987","20200504",""
"20200501","경부선","지제","1447","1462","20200504",""
"20200501","경부선","서정리","3759","3778","20200504",""
"20200501","경부선","송탄","3152","2933","20200504",""
"20200501","경부선","진위","835","761","20200504",""
"20200501","경부선","오산","7438","7142","20200504",""
"20200501","경부선","오산대","2018","1929","20200504",""
"20200501","경부선","세마","1720","1438","20200504",""
"20200501","경부선","병점","9148","9264","20200504",""
"20200501","경부선","세류","2230","2151","20200504",""
"20200501","경부선","독산","7500","7454","20200504",""
"20200501","경부선","수원","29948","33391","20200504",""
"20200501","경부선","화서","4391","4168","20200504",""
"20200501","경부선","성균관대","8462","8337","20200504",""
"20200501","경부선","의왕","5097","4924","20200504",""
"20200501","경부선","군포","4037","3778","20200504",""
"20200501","경부선","금정","15383","15739","20200504",""
"20200501","경부선","명학","3958","3681","20200504",""
"20200501","경부선","안양","15716","15775","20200504",""
"20200501","경부선","관악","4669","4359","20200504",""
"20200501","경부선","석수","6220","5650","20200504",""
"20200501","경부선","금천구청","7423","7061","20200504",""
"20200501","경부선","가산디지털단지","5551","7202","20200504",""
"20200501","경부선","구로","9687","10213","20200504",""
"20200501","경부선","신길","5369","4340","20200504",""
"20200501","경부선","신도림","2306","2286","20200504",""
"20200501","경부선","영등포","31989","33621","20200504",""
"20200501","경부선","대방","6598","6670","20200504",""
"20200501","경부선","노량진","7616","6783","20200504",""
"20200501","경부선","용산","25618","28480","20200504",""
"20200501","경부선","남영","5286","5472","20200504",""
"20200501","경부선","서울역","3804","935","20200504",""
"20200501","경강선","여주","1832","1904","20200504",""
"20200501","경강선","세종대왕릉","270","294","20200504",""
"20200501","경강선","부발","1260","1227","20200504",""
"20200501","경강선","이천","1986","2148","20200504",""
"20200501","경강선","신둔도예촌","829","807","20200504",""
"20200501","경강선","곤지암","1443","1549","20200504",""
"20200501","경강선","초월","1684","1592","20200504",""
"20200501","경강선","경기광주","4377","4128","20200504",""
"20200501","경강선","삼동","1188","1080","20200504",""
"20200501","경강선","이매","689","522","20200504",""
"20200501","경강선","판교","2149","2060","20200504",""
"20200501","9호선2~3단계","중앙보훈병원","3641","3346","20200504",""
"20200501","9호선2~3단계","둔촌오륜","414","431","20200504",""
"20200501","9호선2~3단계","올림픽공원(한국체대)","3114","3146","20200504",""
"20200501","9호선2~3단계","한성백제","1376","1127","20200504",""
"20200501","9호선2~3단계","송파나루","2779","3054","20200504",""
"20200501","9호선2~3단계","석촌","4650","3725","20200504",""
"20200501","9호선2~3단계","석촌고분","3237","3085","20200504",""
"20200501","9호선2~3단계","삼전","3871","3632","20200504",""
"20200501","9호선2~3단계","종합운동장","2525","2204","20200504",""
"20200501","9호선2~3단계","봉은사","6756","6726","20200504",""
"20200501","9호선2~3단계","삼성중앙","2441","2395","20200504",""
"20200501","9호선2~3단계","선정릉","3414","3706","20200504",""
"20200501","9호선2~3단계","언주","3548","3532","20200504",""
"20200501","9호선","신논현","19223","20437","20200504",""
"20200501","9호선","사평","1530","1395","20200504",""
"20200501","9호선","고속터미널","9737","14167","20200504",""
"20200501","9호선","신반포","1781","1723","20200504",""
"20200501","9호선","구반포","1487","1569","20200504",""
"20200501","9호선","동작(현충원)","1193","1023","20200504",""
"20200501","9호선","흑석(중앙대입구)","4729","4615","20200504",""
"20200501","9호선","노들","2748","2191","20200504",""
"20200501","9호선","노량진","18943","19562","20200504",""
"20200501","9호선","샛강","2224","2308","20200504",""
"20200501","9호선","여의도","6040","5807","20200504",""
"20200501","9호선","국회의사당","4413","4387","20200504",""
"20200501","9호선","당산","9801","9165","20200504",""
"20200501","9호선","선유도","3195","3214","20200504",""
"20200501","9호선","신목동","1969","1669","20200504",""
"20200501","9호선","염창","9376","8741","20200504",""
"20200501","9호선","등촌","5629","5499","20200504",""
"20200501","9호선","증미","3353","3203","20200504",""
"20200501","9호선","가양","11490","10854","20200504",""
"20200501","9호선","양천향교","4558","4377","20200504",""
"20200501","9호선","마곡나루(서울식물원)","5142","5152","20200504",""
"20200501","9호선","신방화","4028","3714","20200504",""
"20200501","9호선","공항시장","1974","2028","20200504",""
"20200501","9호선","김포공항","5445","7945","20200504",""
"20200501","9호선","개화","1455","1070","20200504",""
"20200501","8호선","모란","3067","2535","20200504",""
"20200501","8호선","수진","3389","2930","20200504",""
"20200501","8호선","신흥","3393","3475","20200504",""
"20200501","8호선","단대오거리","6789","6097","20200504",""
"20200501","8호선","남한산성입구(성남법원.검찰청)","8289","7414","20200504",""
"20200501","8호선","산성","3800","3587","20200504",""
"20200501","8호선","장지","10922","10555","20200504",""
"20200501","8호선","문정","6945","6771","20200504",""
"20200501","8호선","가락시장","4915","5664","20200504",""
"20200501","8호선","송파","5113","4866","20200504",""
"20200501","8호선","석촌","4961","5842","20200504",""
"20200501","8호선","잠실(송파구청)","9576","10491","20200504",""
"20200501","8호선","몽촌토성(평화의문)","3254","3299","20200504",""
"20200501","8호선","강동구청","5669","5588","20200504",""
"20200501","8호선","천호(풍납토성)","11167","12962","20200504",""
"20200501","8호선","암사","11081","9947","20200504",""
"20200501","7호선","부평구청","6030","5097","20200504",""
"20200501","7호선","굴포천","5435","5389","20200504",""
"20200501","7호선","삼산체육관","2724","2447","20200504",""
"20200501","7호선","상동","8476","8655","20200504",""
"20200501","7호선","부천시청","7681","7496","20200504",""
"20200501","7호선","신중동","8427","8205","20200504",""
"20200501","7호선","춘의","4435","4207","20200504",""
"20200501","7호선","부천종합운동장","2686","2394","20200504",""
"20200501","7호선","까치울","4895","4695","20200504",""
"20200501","7호선","온수(성공회대입구)","5265","5066","20200504",""
"20200501","7호선","천왕","5562","5239","20200504",""
"20200501","7호선","광명사거리","15787","15505","20200504",""
"20200501","7호선","철산","13210","13474","20200504",""
"20200501","7호선","가산디지털단지","14406","13670","20200504",""
"20200501","7호선","남구로","7846","7820","20200504",""
"20200501","7호선","대림(구로구청)","6590","6507","20200504",""
"20200501","7호선","신풍","6563","6150","20200504",""
"20200501","7호선","보라매","5283","5118","20200504",""
"20200501","7호선","신대방삼거리","9553","8781","20200504",""
"20200501","7호선","장승배기","6445","5930","20200504",""
"20200501","7호선","상도","6184","5630","20200504",""
"20200501","7호선","숭실대입구(살피재)","7740","7542","20200504",""
"20200501","7호선","남성","7070","6483","20200504",""
"20200501","7호선","이수","9924","9624","20200504",""
"20200501","7호선","내방","6830","6882","20200504",""
"20200501","7호선","고속터미널","11772","9289","20200504",""
"20200501","7호선","반포","4088","3876","20200504",""
"20200501","7호선","논현","9627","10871","20200504",""
"20200501","7호선","학동","7855","8511","20200504",""
"20200501","7호선","강남구청","7403","8282","20200504",""
"20200501","7호선","청담","9111","10019","20200504",""
"20200501","7호선","뚝섬유원지","10222","10334","20200504",""
"20200501","7호선","건대입구","8744","9198","20200504",""
"20200501","7호선","어린이대공원(세종대)","7860","7689","20200504",""
"20200501","7호선","군자(능동)","9219","6927","20200504",""
"20200501","7호선","중곡","6263","5630","20200504",""
"20200501","7호선","용마산(용마폭포공원)","3927","3953","20200504",""
"20200501","7호선","사가정","10827","10435","20200504",""
"20200501","7호선","면목","10284","9792","20200504",""
"20200501","7호선","상봉(시외버스터미널)","11315","10853","20200504",""
"20200501","7호선","중화","7282","6873","20200504",""
"20200501","7호선","먹골","6701","6324","20200504",""
"20200501","7호선","태릉입구","5511","5003","20200504",""
"20200501","7호선","공릉(서울과학기술대)","7764","7631","20200504",""
"20200501","7호선","하계","11013","10016","20200504",""
"20200501","7호선","중계","8590","7305","20200504",""
"20200501","7호선","노원","14051","14784","20200504",""
"20200501","7호선","마들","7722","7092","20200504",""
"20200501","7호선","수락산","8925","8665","20200504",""
"20200501","7호선","도봉산","6018","8082","20200504",""
"20200501","7호선","장암","1322","890","20200504",""
"20200501","6호선","봉화산(서울의료원)","5121","4789","20200504",""
"20200501","6호선","화랑대(서울여대입구)","6277","4906","20200504",""
"20200501","6호선","태릉입구","3601","3904","20200504",""
"20200501","6호선","석계","8187","7981","20200504",""
"20200501","6호선","돌곶이","5691","5216","20200504",""
"20200501","6호선","상월곡(한국과학기술연구원)","3699","3245","20200504",""
"20200501","6호선","월곡(동덕여대)","6961","6443","20200504",""
"20200501","6호선","고려대(종암)","4823","4364","20200504",""
"20200501","6호선","안암(고대병원앞)","6189","6060","20200504",""
"20200501","6호선","보문","4699","4164","20200504",""
"20200501","6호선","창신","1902","1571","20200504",""
"20200501","6호선","동묘앞","7001","6595","20200504",""
"20200501","6호선","신당","5429","5625","20200504",""
"20200501","6호선","청구","2280","2640","20200504",""
"20200501","6호선","약수","2248","2256","20200504",""
"20200501","6호선","버티고개","1287","1305","20200504",""
"20200501","6호선","한강진","5288","6924","20200504",""
"20200501","6호선","이태원","11533","14452","20200504",""
"20200501","6호선","녹사평(용산구청)","4733","5047","20200504",""
"20200501","6호선","삼각지","3972","3065","20200504",""
"20200501","6호선","효창공원앞","4289","3598","20200504",""
"20200501","6호선","공덕","8898","8381","20200504",""
"20200501","6호선","대흥(서강대앞)","4682","4794","20200504",""
"20200501","6호선","광흥창(서강)","4577","4140","20200504",""
"20200501","6호선","상수","6230","7685","20200504",""
"20200501","6호선","합정","9251","9319","20200504",""
"20200501","6호선","망원","11041","12551","20200504",""
"20200501","6호선","마포구청","8075","6878","20200504",""
"20200501","6호선","월드컵경기장(성산)","4307","4516","20200504",""
"20200501","6호선","디지털미디어시티","6249","6128","20200504",""
"20200501","6호선","증산(명지대앞)","6814","6390","20200504",""
"20200501","6호선","새절(신사)","8174","7542","20200504",""
"20200501","6호선","구산","4812","3566","20200504",""
"20200501","6호선","독바위","1823","2113","20200504",""
"20200501","6호선","불광","3542","3404","20200504",""
"20200501","6호선","역촌","2407","2800","20200504",""
"20200501","6호선","응암","11393","10641","20200504",""
"20200501","5호선","마천","3538","3559","20200504",""
"20200501","5호선","거여","4413","4106","20200504",""
"20200501","5호선","개롱","3680","3770","20200504",""
"20200501","5호선","오금","1964","1779","20200504",""
"20200501","5호선","방이","4072","4091","20200504",""
"20200501","5호선","올림픽공원(한국체대)","2610","2302","20200504",""
"20200501","5호선","둔촌동","5183","5220","20200504",""
"20200501","5호선","상일동","9809","8709","20200504",""
"20200501","5호선","고덕","4750","4756","20200504",""
"20200501","5호선","명일","4928","4853","20200504",""
"20200501","5호선","굽은다리(강동구민회관앞)","5982","5386","20200504",""
"20200501","5호선","길동","5218","5205","20200504",""
"20200501","5호선","강동","11643","10160","20200504",""
"20200501","5호선","천호(풍납토성)","14153","14123","20200504",""
"20200501","5호선","광나루(장신대)","8312","7735","20200504",""
"20200501","5호선","아차산(어린이대공원후문)","11122","10790","20200504",""
"20200501","5호선","군자(능동)","6881","7573","20200504",""
"20200501","5호선","장한평","9647","9632","20200504",""
"20200501","5호선","답십리","9437","8423","20200504",""
"20200501","5호선","마장","3638","3426","20200504",""
"20200501","5호선","왕십리(성동구청)","2852","3494","20200504",""
"20200501","5호선","행당","4869","4185","20200504",""
"20200501","5호선","신금호","3811","3870","20200504",""
"20200501","5호선","청구","2556","2198","20200504",""
"20200501","5호선","동대문역사문화공원(DDP)","893","1119","20200504",""
"20200501","5호선","을지로4가","3555","3948","20200504",""
"20200501","5호선","종로3가","9875","10160","20200504",""
"20200501","5호선","광화문(세종문화회관)","13084","13442","20200504",""
"20200501","5호선","서대문","6195","6021","20200504",""
"20200501","5호선","충정로(경기대입구)","1781","1656","20200504",""
"20200501","5호선","애오개","3515","3434","20200504",""
"20200501","5호선","마포","6263","6129","20200504",""
"20200501","5호선","여의나루","10237","10804","20200504",""
"20200501","5호선","여의도","6453","7149","20200504",""
"20200501","5호선","신길","1824","1931","20200504",""
"20200501","5호선","영등포시장","5431","5641","20200504",""
"20200501","5호선","영등포구청","1844","1748","20200504",""
"20200501","5호선","양평","3020","2882","20200504",""
"20200501","5호선","오목교(목동운동장앞)","13705","14702","20200504",""
"20200501","5호선","목동","10586","10799","20200504",""
"20200501","5호선","신정(은행정)","7795","6331","20200504",""
"20200501","5호선","까치산","19124","17618","20200504",""
"20200501","5호선","화곡","17876","15930","20200504",""
"20200501","5호선","우장산","8560","8463","20200504",""
"20200501","5호선","발산","9620","10267","20200504",""
"20200501","5호선","마곡","4138","3835","20200504",""
"20200501","5호선","송정","4940","4685","20200504",""
"20200501","5호선","김포공항","4999","5408","20200504",""
"20200501","5호선","개화산","3341","3238","20200504",""
"20200501","5호선","방화","4276","3991","20200504",""
"20200501","4호선","남태령","667","562","20200504",""
"20200501","4호선","사당","16783","14496","20200504",""
"20200501","4호선","총신대입구(이수)","13061","13990","20200504",""
"20200501","4호선","동작(현충원)","2145","2124","20200504",""
"20200501","4호선","이촌(국립중앙박물관)","4201","4904","20200504",""
"20200501","4호선","신용산","7635","8309","20200504",""
"20200501","4호선","삼각지","2519","2970","20200504",""
"20200501","4호선","숙대입구(갈월)","7851","7412","20200504",""
"20200501","4호선","서울역","4389","9397","20200504",""
"20200501","4호선","회현(남대문시장)","18014","19387","20200504",""
"20200501","4호선","명동","11246","12550","20200504",""
"20200501","4호선","충무로","12091","13038","20200504",""
"20200501","4호선","동대문역사문화공원(DDP)","10754","10003","20200504",""
"20200501","4호선","동대문","19109","19254","20200504",""
"20200501","4호선","혜화","19254","20128","20200504",""
"20200501","4호선","한성대입구(삼선교)","9066","8850","20200504",""
"20200501","4호선","성신여대입구(돈암)","14540","13488","20200504",""
"20200501","4호선","길음","12043","11207","20200504",""
"20200501","4호선","미아사거리","20212","18876","20200504",""
"20200501","4호선","미아(서울사이버대학)","10665","9789","20200504",""
"20200501","4호선","수유(강북구청)","24757","23813","20200504",""
"20200501","4호선","쌍문","20232","17519","20200504",""
"20200501","4호선","창동","18285","19406","20200504",""
"20200501","4호선","노원","14361","16529","20200504",""
"20200501","4호선","상계","13034","11910","20200504",""
"20200501","4호선","당고개","8693","8223","20200504",""
"20200501","3호선","오금","3277","2938","20200504",""
"20200501","3호선","경찰병원","3775","3721","20200504",""
"20200501","3호선","가락시장","5581","5322","20200504",""
"20200501","3호선","수서","9796","10667","20200504",""
"20200501","3호선","일원","3726","3668","20200504",""
"20200501","3호선","대청","5092","4551","20200504",""
"20200501","3호선","학여울","947","974","20200504",""
"20200501","3호선","대치","6920","6557","20200504",""
"20200501","3호선","도곡","2721","2759","20200504",""
"20200501","3호선","매봉","4598","4337","20200504",""
"20200501","3호선","양재(서초구청)","15487","16888","20200504",""
"20200501","3호선","남부터미널(예술의전당)","16588","17528","20200504",""
"20200501","3호선","교대(법원.검찰청)","6848","4279","20200504",""
"20200501","3호선","고속터미널","39568","42273","20200504",""
"20200501","3호선","잠원","3699","3514","20200504",""
"20200501","3호선","신사","18429","20751","20200504",""
"20200501","3호선","압구정","19403","20814","20200504",""
"20200501","3호선","옥수","6140","5994","20200504",""
"20200501","3호선","금호","5371","4830","20200504",""
"20200501","3호선","약수","8367","7799","20200504",""
"20200501","3호선","동대입구","4452","5156","20200504",""
"20200501","3호선","충무로","1","0","20200504",""
"20200501","3호선","을지로3가","4706","5219","20200504",""
"20200501","3호선","종로3가","4651","6749","20200504",""
"20200501","3호선","안국","10737","12482","20200504",""
"20200501","3호선","경복궁(정부서울청사)","12432","13290","20200504",""
"20200501","3호선","독립문","4736","5120","20200504",""
"20200501","3호선","무악재","2328","2437","20200504",""
"20200501","3호선","홍제","12035","11110","20200504",""
"20200501","3호선","녹번","7855","6775","20200504",""
"20200501","3호선","불광","11133","12567","20200504",""
"20200501","3호선","연신내","27469","25282","20200504",""
"20200501","3호선","구파발","13058","12596","20200504",""
"20200501","3호선","지축","2104","1931","20200504",""
"20200501","2호선","용두(동대문구청)","1462","1452","20200504",""
"20200501","2호선","신정네거리","5761","5812","20200504",""
"20200501","2호선","양천구청","3887","3874","20200504",""
"20200501","2호선","도림천","661","666","20200504",""
"20200501","2호선","신설동","2424","2223","20200504",""
"20200501","2호선","신답","851","877","20200504",""
"20200501","2호선","용답","1814","1671","20200504",""
"20200501","2호선","충정로(경기대입구)","4257","4182","20200504",""
"20200501","2호선","아현","5979","5572","20200504",""
"20200501","2호선","이대","7660","7803","20200504",""
"20200501","2호선","신촌","24361","25191","20200504",""
"20200501","2호선","홍대입구","46068","51319","20200504",""
